Year,Fuente de energía renovable,Units,Territorio,Comarca,Municipio,GeoCode,Value
2018,Todas las fuentes de energía renovable,Watts per cápita,,,Aduna,Aduna,343.75
2019,Todas las fuentes de energía renovable,Watts per cápita,,,Aduna,Aduna,341.61
2020,Todas las fuentes de energía renovable,Watts per cápita,,,Aduna,Aduna,345.18
2010,Todas las fuentes de energía renovable,Watts per cápita,,,Albiztur,Albiztur,173.01
2011,Todas las fuentes de energía renovable,Watts per cápita,,,Albiztur,Albiztur,170.07
2012,Todas las fuentes de energía renovable,Watts per cápita,,,Albiztur,Albiztur,178.81
2013,Todas las fuentes de energía renovable,Watts per cápita,,,Albiztur,Albiztur,176.47
2014,Todas las fuentes de energía renovable,Watts per cápita,,,Albiztur,Albiztur,166.67
2015,Todas las fuentes de energía renovable,Watts per cápita,,,Albiztur,Albiztur,174.76
2016,Todas las fuentes de energía renovable,Watts per cápita,,,Albiztur,Albiztur,539.47
2017,Todas las fuentes de energía renovable,Watts per cápita,,,Albiztur,Albiztur,543.05
2018,Todas las fuentes de energía renovable,Watts per cápita,,,Albiztur,Albiztur,554.05
2010,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,19.63
2011,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,19.55
2012,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,19.5
2013,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,19.65
2014,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,20.13
2015,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,20.29
2016,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,19.93
2017,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,19.96
2018,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,19.99
2019,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,19.47
2020,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,19.27
2021,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,94.81
2022,Todas las fuentes de energía renovable,Watts per cápita,,,Alegia,Alegia,93.56
2010,Todas las fuentes de energía renovable,Watts per cápita,,,Altzo,Altzo,99.72
2011,Todas las fuentes de energía renovable,Watts per cápita,,,Altzo,Altzo,98.32
2012,Todas las fuentes de energía renovable,Watts per cápita,,,Altzo,Altzo,98.87
2013,Todas las fuentes de energía renovable,Watts per cápita,,,Altzo,Altzo,101.45
2014,Todas las fuentes de energía renovable,Watts per cápita,,,Altzo,Altzo,102.0
2015,Todas las fuentes de energía renovable,Watts per cápita,,,Altzo,Altzo,248.33
2016,Todas las fuentes de energía renovable,Watts per cápita,,,Altzo,Altzo,257.06
2017,Todas las fuentes de energía renovable,Watts per cápita,,,Altzo,Altzo,254.19
2018,Todas las fuentes de energía renovable,Watts per cápita,,,Altzo,Altzo,247.95
2019,Todas las fuentes de energía renovable,Watts per cápita,,,Altzo,Altzo,233.33
2020,Todas las fuentes de energía renovable,Watts per cápita,,,Altzo,Altzo,277.78
2010,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,376.78
2011,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,380.58
2012,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,380.24
2013,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,402.59
2014,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,407.76
2015,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,406.99
2016,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,418.43
2017,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,432.69
2018,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,465.49
2019,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,513.72
2020,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,547.85
2021,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,580.83
2022,Todas las fuentes de energía renovable,Watts per cápita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,585.19
2010,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,83.49
2011,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,83.44
2012,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,82.85
2013,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,82.56
2014,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,115.42
2015,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,116.91
2016,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,121.95
2017,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,121.68
2018,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,135.39
2019,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,151.91
2020,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,197.11
2021,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,520.84
2022,Todas las fuentes de energía renovable,Watts per cápita,,,Antzuola,Antzuola,550.79
2010,Todas las fuentes de energía renovable,Watts per cápita,,,Arama,Arama,0.0
2010,Todas las fuentes de energía renovable,Watts per cápita,,,Asteasu,Asteasu,270.51
2011,Todas las fuentes de energía renovable,Watts per cápita,,,Asteasu,Asteasu,266.0
2012,Todas las fuentes de energía renovable,Watts per cápita,,,Asteasu,Asteasu,263.79
